"question","answer"
"Spring Cloud Contract의 명시적 모드를 사용하여 WebFlux를 사용하는 경우, Maven 및 Gradle의 구성 예시는 무엇인가요?","Maven에서는 <plugin> <groupId>org.springframework.cloud</groupId> <artifactId>spring-cloud-contract-maven-plugin</artifactId> <version>${spring-cloud-contract.version}</version> <extensions>true</extensions> <configuration> <testMode>EXPLICIT</testMode> </configuration> </plugin>을 사용하고, Gradle에서는 contracts { testMode = 'EXPLICIT' }를 설정합니다. (출처: {https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#_webflux_explicit})"
"Spring Cloud Contract에서 Custom Mode란 무엇이며, 어떤 경우에 사용해야 하나요?","Spring Cloud Contract에서 Custom Mode는 실험적인 기능으로, 사용자가 원하는 클라이언트를 사용하여 요청을 보내고 받을 수 있도록 허용합니다. 이 모드는 기본 구현인 OkHttpHttpVerifier를 사용하지 않고 다른 HTTP 클라이언트를 사용하려는 경우에 사용해야 합니다. 이 모드를 사용하려면 testMode를 'CUSTOM'으로 설정해야 합니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#custom-mode)"
"Spring Cloud Contract의 Custom Mode에서 org.springframework.cloud.contract.verifier.http.HttpVerifier 인터페이스를 구현하는 방법은 무엇인가요?","Spring Cloud Contract의 Custom Mode에서 org.springframework.cloud.contract.verifier.http.HttpVerifier 인터페이스를 구현하려면, 해당 인터페이스를 구현하는 사용자 정의 클래스를 작성하고, request와 response를 주고받는 로직을 구현해야 합니다. 그리고 테스트 클래스에서 해당 HttpVerifier 객체를 인스턴스화하여 사용하면 됩니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#custom-mode)"
"Spring Cloud Contract의 Custom Mode를 사용하려면 어떻게 설정해야 하나요?","Spring Cloud Contract의 Custom Mode를 사용하려면, 테스트 클래스에서 testMode를 'CUSTOM'으로 설정해야 합니다. 이를 위해 @Test 메서드 위에 @TestPropertySource 어노테이션을 추가하고, 'testMode' 속성을 'CUSTOM'으로 설정하면 됩니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#custom-mode)"
"스프링 클라우드 계약에서 컨텍스트 패스를 지원하기 위해 프로듀서 측에서 필요한 변경 사항은 무엇인가요?","스프링 클라우드 계약에서 컨텍스트 패스를 지원하기 위해 프로듀서 측에서 필요한 유일한 변경 사항은 스위치입니다. 또한, 자동으로 생성된 테스트는 명시적 모드를 사용해야 합니다. 소비자 측은 변경되지 않습니다. 생성된 테스트가 통과하려면 명시적 모드를 사용해야 합니다. 다음 예제는 Maven에서 테스트 모드를 EXPLICIT으로 설정하는 방법을 보여줍니다."
"스프링 클라우드 계약에서 컨텍스트 패스에 대한 계약을 작성하는 방법은 무엇인가요?","스프링 클라우드 계약에서 컨텍스트 패스에 대한 계약을 작성하려면 다음과 같은 예제 계약을 사용하십시오: org.springframework.cloud.contract.spec.Contract.make { request { method 'GET' https://docs.spring.io/spring-cloud-contract/reference/project-features-flows/context-paths.html '/my-context-path/https://docs.spring.io/spring-cloud-contract/reference/project-features-flows/context-paths.html' } response { status OK() } } 이 계약은 컨텍스트 패스가 있는 계약을 작성하는 방법을 반영합니다."
"스프링 클라우드 계약에서 자동으로 생성된 테스트를 실제 소켓에서 작동하도록 설정하려면 어떻게 해야 하나요?","스프링 클라우드 계약에서 자동으로 생성된 테스트를 실제 소켓에서 작동하도록 설정하려면 베이스 클래스와 RestAssured를 다음과 같이 설정해야 합니다. import io.restassured.RestAssured; import org.junit.Before; import org.springframework.boot.test.context.SpringBootTest; import org.springframework.boot.test.web.server.LocalServerPort; @SpringBootTest(classes = ContextPathTestingBaseClass.class, webEnvironment = SpringBootTest.WebEnvironment.RANDOM_PORT) class ContextPathTestingBaseClass { @LocalServerPort int port; @Before public void setup() { RestAssured.baseURI = 'http://localhost'; RestAssured.port = this.port; } } 이렇게 하면 자동으로 생성된 테스트의 모든 요청이 컨텍스트 패스가 포함된 실제 엔드포인트로 전송됩니다. 예를 들어, /my-context-path/https://docs.spring.io/spring-cloud-contract/reference/project-features-flows/context-paths.html 입니다."
"Spring REST Docs는 어떤 목적으로 사용되나요?","Spring REST Docs는 Spring MockMvc, WebTestClient 또는 RestAssured를 사용하여 HTTP API에 대한 문서(예: Asciidoc 형식)를 생성하는 데 사용됩니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-flows/rest-docs.html)"
"Spring Cloud Contract WireMock을 사용하여 WireMock 스텁을 생성하려면 어떻게 해야 하나요?","Spring Cloud Contract WireMock을 사용하여 WireMock 스텁을 생성하려면 일반적인 REST Docs 테스트 케이스를 작성하고 @AutoConfigureRestDocs를 사용하여 REST Docs 출력 디렉토리에 스텁이 자동으로 생성되도록 하면 됩니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-flows/rest-docs.html)"
"Spring REST Docs를 사용하여 계약 및 문서를 생성하려면 어떻게 해야 하나요?","Spring REST Docs를 사용하여 Spring Cloud Contract DSL 파일 및 문서를 생성하려면 Spring Cloud WireMock과 함께 사용하면 계약 및 스텁을 모두 얻을 수 있습니다. 테스트에서 SpringCloudContractRestDocs.dslContract() 메서드를 사용하여 계약 및 문서 파일을 생성할 수 있습니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-flows/rest-docs.html)"
"Spring Cloud Contract에서 GRPC를 사용하면 어떤 문제가 발생할까요?","Spring Cloud Contract에서 GRPC를 사용하면 HTTP/2 Header 프레임을 수정하는 GRPC의 특성으로 인해 grpc-status 헤더를 어서트할 수 없습니다. 이 문제는 HTTP/2를 지원하는 커스텀 테스트 모드를 설정하여 해결할 수 있습니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#_grpc)"
"Spring Cloud Contract에서 GRPC를 지원하는 프로듀서 측 설정은 어떻게 할까요?","Spring Cloud Contract에서 GRPC를 지원하는 프로듀서 측 설정은 Maven 또는 Gradle 플러그인을 사용하여 CUSTOM 테스트 모드를 설정하고, 해당 기본 클래스가 임의의 포트에서 실행되는 애플리케이션을 설정하고, HTTP/2 프로토콜을 사용할 수 있는 HttpVerifier 구현을 구성해야 합니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#_grpc)"
"Spring Cloud Contract에서 GRPC를 지원하는 소비자 측 설정은 어떻게 할까요?","Spring Cloud Contract에서 GRPC를 지원하는 소비자 측 설정은 GRPC 서버 측의 비정상적인 동작으로 인해 grpc-status 헤더를 적절한 순간에 반환할 수 없으므로, 반환된 상태를 항상 OK로 설정하는 ClientInterceptor를 사용해야 합니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/html/project-features-flows.html#_grpc)"
"Spring Cloud Contract를 사용하여 메시징을 통신 수단으로 사용하는 애플리케이션을 어떻게 확인할 수 있나요?","Spring Cloud Contract를 사용하여 메시징을 통신 수단으로 사용하는 애플리케이션을 확인하려면 Spring Cloud Contract를 사용하여 계약 테스트를 생성하고 실행해야 합니다. 이 테스트는 메시징을 사용하여 애플리케이션의 통신을 확인하고 예상 메시지 형식과 내용을 확인합니다."
"Spring Cloud Contract의 메시징 DSL에서 상위 수준 요소는 어떤 것이 있나요?","Spring Cloud Contract의 메시징 DSL에서 상위 수준 요소는 출력 트리거된 메서드, 소비자/생산자 및 공통입니다. 출력 트리거된 메서드 섹션에서는 메서드 호출에 따라 출력 메시지를 생성할 수 있으며, 소비자/생산자 섹션에서는 Groovy DSL에 특정한 매개변수를 사용하여 소비자 및 생산자 부분을 정의할 수 있습니다. 공통 섹션에서는 assertThat 메서드를 사용하여 입력 또는 outputMessage 섹션에 정의된 계약에 대한 어설션을 수행할 수 있습니다."
"Spring Cloud Contract에서 메시징 통합을 사용하여 메시지를 수동으로 통합 테스트하는 방법은 무엇인가요?","Spring Cloud Contract에서 메시징 통합을 사용하여 메시지를 수동으로 통합 테스트하려면 메시징 테스트에서 사용되는 주요 인터페이스인 org.springframework.cloud.contract.verifier.messaging.MessageVerifierSender 및 org.springframework.cloud.contract.verifier.messaging.MessageVerifierReceiver를 사용해야 합니다. 이 인터페이스를 사용하여 메시지를 보내고 받는 방법을 정의할 수 있습니다. 테스트에서는 계약을 따르는 메시지를 보내고 받기 위해 ContractVerifierMessageExchange를 주입할 수 있습니다. 또한 테스트에 @AutoConfigureMessageVerifier를 추가해야 합니다."
"Spring Cloud Contract Verifier를 사용하면서 서버 측에서 생성된 WireMock JSON 스텁을 클라이언트 측으로 전달하는 방법은 무엇인가요?","Spring Cloud Contract Stub Runner를 사용하여 JSON 파일을 복사하고 수동으로 설정하는 대신, 스텁을 자동으로 다운로드하고 실행할 수 있습니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-stubrunner.html)"
"Spring Cloud Contract Stub Runner를 사용하는 이유는 무엇인가요?","Spring Cloud Contract Stub Runner는 서버 측에서 생성된 WireMock JSON 스텁을 클라이언트 측으로 복사하고 수동으로 설정하는 번거로움을 없애기 위해 사용됩니다. 또한, 메시징을 위한 클라이언트 측 생성도 처리합니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-stubrunner.html)"
"Spring Cloud Contract Stub Runner는 메시징에 어떻게 도움이 되나요?","Spring Cloud Contract Stub Runner는 메시징을 위한 클라이언트 측 생성을 자동으로 처리하여, JSON 파일을 복사하고 수동으로 설정하는 번거로움을 줄여줍니다. 이를 통해 클라이언트 측에서 메시징을 위한 스텁을 쉽게 설정할 수 있습니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-stubrunner.html)"
"스프링 스냅샷 버전을 사용하는 방법은 무엇인가요?","스프링 스냅샷 버전을 사용하려면 빌드 파일에 추가 스냅샷 저장소를 추가해야 합니다. Maven의 경우 <repositories> 섹션에 다음을 추가하십시오: <repository> <id>spring-snapshots</id> <name>Spring Snapshots</name> <url>https://repo.spring.io/snapshot</url> <snapshots> <enabled>true</enabled> </snapshots> </repository>. 이 저장소는 성공적인 빌드 후 자동 업로드되는 스냅샷 버전을 제공합니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-stubrunner/stub-runner-snapshot-versions.html)"
"스프링 마일스톤 버전을 사용하려면 빌드 파일에 어떤 변경을 해야 하나요?","스프링 마일스톤 버전을 사용하려면 빌드 파일에 추가 마일스톤 저장소를 추가해야 합니다. Maven의 경우 <repositories> 섹션에 다음을 추가하십시오: <repository> <id>spring-milestones</id> <name>Spring Milestones</name> <url>https://repo.spring.io/milestone</url> <snapshots> <enabled>false</enabled> </snapshots> </repository>. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-stubrunner/stub-runner-snapshot-versions.html)"
"Gradle의 경우 스냅샷 및 마일스톤 버전을 사용하려면 어떤 구성을 해야 하나요?","Gradle의 경우 settings.xml 파일의 <pluginManagement> 섹션에 다음을 추가하십시오: <repositories> <mavenLocal> <maven> <url>https://repo.spring.io/snapshot</url> </maven> <maven> <url>https://repo.spring.io/milestone</url> </maven> <gradlePluginPortal> </repositories>. 이 구성은 성공적인 빌드 후 자동 업로드되는 스냅샷 버전을 제공합니다. (출처: https://docs.spring.io/spring-cloud-contract/reference/project-features-stubrunner/stub-runner-snapshot-versions.html)"
"스텁을 JAR로 게시하는 가장 쉬운 접근 방식은 무엇인가요?","스텁을 JAR로 게시하는 가장 쉬운 접근 방식은 스텁을 중앙 집중식으로 보관하는 것입니다. 예를 들어, Maven 저장소에 JAR로 보관할 수 있습니다. Maven 및 Gradle 모두 설정이 준비되어 작동합니다. 그러나 원하는 경우 사용자 지정할 수 있습니다. Maven 및 Gradle 샘플을 확인하려면 다음 URL을 참조하세요. (출처: https://docs.spring.io/spring-cloud-contract/reference/htmlsingle/#publishing-stubs-as-jars>)"
